0,3
0,3
0,0.5
0,0.5
0,0.5
0,0.5
0,0.5
0,0.5
0,0.5
0,0.5
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0,0.5
0,0.5
0,0.5
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.5,-0.05
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0.3,0.4
0,3
0,-0.5
0,-0.5
0,3
0,-0.5
0,-0.5
0,-0.5
0,-0.5
0,-0.5
0,-0.5
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0,-0.5
0,-0.5
0,-0.5
0,-0.5
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
0.5,0.05
